year,month,day,flow,ss,ht,rain
1995,1,27,0.204,NaN,NaN,NaN
1995,1,28,0.158,NaN,NaN,NaN
1995,1,29,0.11,NaN,NaN,NaN
1995,1,30,0.055,NaN,NaN,NaN
1995,1,31,0.051,NaN,NaN,NaN
1995,2,1,0.055,NaN,NaN,NaN
1995,2,2,0.556,NaN,NaN,NaN
1995,2,3,0.07,NaN,NaN,NaN
1995,2,4,0.053,NaN,NaN,NaN
1995,2,5,0.051,NaN,NaN,NaN
1995,2,6,0.051,NaN,NaN,NaN
1995,2,7,0.058,NaN,NaN,NaN
1995,2,8,0.051,NaN,NaN,NaN
1995,2,9,0.049,NaN,NaN,NaN
1995,2,10,0.055,NaN,NaN,NaN
1995,2,11,0.388,NaN,NaN,NaN
1995,2,12,0.424,NaN,NaN,NaN
1995,2,13,0.051,NaN,NaN,NaN
1995,2,14,0.049,NaN,NaN,NaN
1995,2,15,0.054,NaN,NaN,NaN
1995,2,16,0.068,NaN,NaN,NaN
1995,2,17,0.052,NaN,NaN,NaN
1995,2,18,0.053,NaN,NaN,NaN
1995,2,19,0.055,NaN,NaN,NaN
1995,2,20,0.055,NaN,NaN,NaN
1995,2,21,0.057,NaN,NaN,NaN
1995,2,22,0.116,NaN,NaN,NaN
1995,2,23,0.368,NaN,NaN,NaN
1995,2,24,0.075,NaN,NaN,NaN
1995,2,25,0.079,NaN,NaN,NaN
1995,2,26,0.185,NaN,NaN,NaN
1995,2,27,0.416,NaN,NaN,NaN
1995,2,28,0.081,NaN,NaN,NaN
1995,3,1,0.093,NaN,NaN,NaN
1995,3,2,0.343,NaN,NaN,NaN
1995,3,3,0.763,NaN,NaN,NaN
1995,3,4,5.484,NaN,NaN,NaN
1995,3,5,0.308,NaN,NaN,NaN
1995,3,6,0.122,NaN,NaN,NaN
1995,3,7,0.091,NaN,NaN,NaN
1995,3,8,0.077,NaN,NaN,NaN
1995,3,9,0.07,NaN,NaN,NaN
1995,3,10,0.069,NaN,NaN,NaN
1995,3,11,0.38,NaN,NaN,NaN
1995,3,12,0.309,NaN,NaN,NaN
1995,3,13,1.214,NaN,NaN,NaN
1995,3,14,0.213,NaN,NaN,NaN
1995,3,15,0.128,NaN,NaN,NaN
1995,3,16,0.112,NaN,NaN,NaN
1995,3,17,0.153,NaN,NaN,NaN
1995,3,18,0.122,NaN,NaN,NaN
1995,3,19,0.086,NaN,NaN,NaN
1995,3,20,0.086,NaN,NaN,NaN
1995,3,21,0.084,NaN,NaN,NaN
1995,3,22,0.139,NaN,NaN,NaN
1995,3,23,0.083,NaN,NaN,NaN
1995,3,24,0.081,NaN,NaN,NaN
1995,3,25,0.086,NaN,NaN,NaN
1995,3,26,0.081,NaN,NaN,NaN
1995,3,27,0.08,NaN,NaN,NaN
1995,3,28,0.364,NaN,NaN,NaN
1995,3,29,24.203,NaN,NaN,NaN
1995,3,30,NaN,NaN,NaN,NaN
1995,3,31,NaN,NaN,NaN,NaN
1995,4,1,NaN,NaN,NaN,NaN
1995,4,2,NaN,NaN,NaN,NaN
1995,4,3,NaN,NaN,NaN,NaN
1995,4,4,NaN,NaN,NaN,NaN
1995,4,5,NaN,NaN,NaN,NaN
1995,4,6,NaN,NaN,NaN,NaN
1995,4,7,NaN,NaN,NaN,NaN
1995,4,8,NaN,NaN,NaN,NaN
1995,4,9,NaN,NaN,NaN,NaN
1995,4,10,NaN,NaN,NaN,NaN
1995,4,11,NaN,NaN,NaN,NaN
1995,4,12,NaN,NaN,NaN,NaN
1995,4,13,NaN,NaN,NaN,NaN
1995,4,14,NaN,NaN,NaN,NaN
1995,4,15,NaN,NaN,NaN,NaN
1995,4,16,NaN,NaN,NaN,NaN
1995,4,17,NaN,NaN,NaN,NaN
1995,4,18,0.147,NaN,NaN,NaN
1995,4,19,0.202,NaN,NaN,NaN
1995,4,20,0.135,NaN,NaN,NaN
1995,4,21,0.149,NaN,NaN,NaN
1995,4,22,0.192,NaN,NaN,NaN
1995,4,23,0.158,NaN,NaN,NaN
1995,4,24,0.2,NaN,NaN,NaN
1995,4,25,0.204,NaN,NaN,NaN
1995,4,26,0.149,NaN,NaN,NaN
1995,4,27,0.14,NaN,NaN,NaN
1995,4,28,0.136,NaN,NaN,NaN
1995,4,29,0.14,NaN,NaN,NaN
1995,4,30,0.129,NaN,NaN,NaN
1995,5,1,0.652,NaN,NaN,NaN
1995,5,2,0.617,NaN,NaN,NaN
1995,5,3,0.236,NaN,NaN,NaN
1995,5,4,2.481,NaN,NaN,NaN
1995,5,5,0.418,NaN,NaN,NaN
1995,5,6,0.52,NaN,NaN,NaN
1995,5,7,0.251,NaN,NaN,NaN
1995,5,8,0.394,NaN,NaN,NaN
1995,5,9,0.23,NaN,NaN,NaN
1995,5,10,0.18,NaN,NaN,NaN
1995,5,11,0.157,NaN,NaN,NaN
1995,5,12,0.151,NaN,NaN,NaN
1995,5,13,0.148,NaN,NaN,NaN
1995,5,14,0.143,NaN,NaN,NaN
1995,5,15,0.143,NaN,NaN,NaN
1995,5,16,0.182,NaN,NaN,NaN
1995,5,17,0.183,NaN,NaN,NaN
1995,5,18,0.139,NaN,NaN,NaN
1995,5,19,0.133,NaN,NaN,NaN
1995,5,20,0.133,NaN,NaN,NaN
1995,5,21,0.44,NaN,NaN,NaN
1995,5,22,0.168,NaN,NaN,NaN
1995,5,23,0.138,NaN,NaN,NaN
1995,5,24,0.143,NaN,NaN,NaN
1995,5,25,0.129,NaN,NaN,NaN
1995,5,26,0.128,NaN,NaN,NaN
1995,5,27,0.235,NaN,NaN,NaN
1995,5,28,1.641,NaN,NaN,NaN
1995,5,29,0.526,NaN,NaN,NaN
1995,5,30,0.427,NaN,NaN,NaN
1995,5,31,0.249,NaN,NaN,NaN
1995,6,1,0.277,NaN,NaN,NaN
1995,6,2,0.281,NaN,NaN,NaN
1995,6,3,0.377,NaN,NaN,NaN
1995,6,4,0.368,NaN,NaN,NaN
1995,6,5,0.241,NaN,NaN,NaN
1995,6,6,0.288,NaN,NaN,NaN
1995,6,7,0.234,NaN,NaN,NaN
1995,6,8,0.195,NaN,NaN,NaN
1995,6,9,0.173,NaN,NaN,NaN
1995,6,10,1.758,NaN,NaN,NaN
1995,6,11,0.313,NaN,NaN,NaN
1995,6,12,0.939,NaN,NaN,NaN
1995,6,13,0.638,NaN,NaN,NaN
1995,6,14,0.282,NaN,NaN,NaN
1995,6,15,0.593,NaN,NaN,NaN
1995,6,16,0.495,NaN,NaN,NaN
1995,6,17,4.744,NaN,NaN,NaN
1995,6,18,2.045,NaN,NaN,NaN
1995,6,19,0.471,NaN,NaN,NaN
1995,6,20,0.428,NaN,NaN,NaN
1995,6,21,0.272,NaN,NaN,NaN
1995,6,22,0.226,NaN,NaN,NaN
1995,6,23,0.234,NaN,NaN,NaN
1995,6,24,0.186,NaN,NaN,NaN
1995,6,25,0.177,NaN,NaN,NaN
1995,6,26,0.182,NaN,NaN,NaN
1995,6,27,0.175,NaN,NaN,NaN
1995,6,28,0.167,NaN,NaN,NaN
1995,6,29,1.083,NaN,NaN,NaN
1995,6,30,0.315,NaN,NaN,NaN
1995,7,1,0.324,NaN,NaN,NaN
1995,7,2,2.691,NaN,NaN,NaN
1995,7,3,0.523,NaN,NaN,NaN
1995,7,4,0.269,NaN,NaN,NaN
1995,7,5,0.298,NaN,NaN,NaN
1995,7,6,0.243,NaN,NaN,NaN
1995,7,7,0.698,NaN,NaN,NaN
1995,7,8,0.283,NaN,NaN,NaN
1995,7,9,0.243,NaN,NaN,NaN
1995,7,10,0.307,NaN,NaN,NaN
1995,7,11,0.242,NaN,NaN,NaN
1995,7,12,4.181,NaN,NaN,NaN
1995,7,13,2.453,NaN,NaN,NaN
1995,7,14,5.894,NaN,NaN,NaN
1995,7,15,1.787,NaN,NaN,NaN
1995,7,16,0.576,NaN,NaN,NaN
1995,7,17,0.574,NaN,NaN,NaN
1995,7,18,0.387,NaN,NaN,NaN
1995,7,19,0.533,NaN,NaN,NaN
1995,7,20,0.321,NaN,NaN,NaN
1995,7,21,0.396,NaN,NaN,NaN
1995,7,22,0.554,NaN,NaN,NaN
1995,7,23,0.309,NaN,NaN,NaN
1995,7,24,0.433,NaN,NaN,NaN
1995,7,25,0.325,NaN,NaN,NaN
1995,7,26,0.356,NaN,NaN,NaN
1995,7,27,0.283,NaN,NaN,NaN
1995,7,28,0.215,NaN,NaN,NaN
1995,7,29,0.21,NaN,NaN,NaN
1995,7,30,0.202,NaN,NaN,NaN
1995,7,31,0.541,NaN,NaN,NaN
1995,8,1,3.718,NaN,NaN,NaN
1995,8,2,0.381,NaN,NaN,NaN
1995,8,3,0.313,NaN,NaN,NaN
1995,8,4,0.259,NaN,NaN,NaN
1995,8,5,0.385,NaN,NaN,NaN
1995,8,6,0.228,NaN,NaN,NaN
1995,8,7,0.204,NaN,NaN,NaN
1995,8,8,0.312,NaN,NaN,NaN
1995,8,9,1.792,NaN,NaN,NaN
1995,8,10,0.437,NaN,NaN,NaN
1995,8,11,0.271,NaN,NaN,NaN
1995,8,12,0.22,NaN,NaN,NaN
1995,8,13,0.203,NaN,NaN,NaN
1995,8,14,0.198,NaN,NaN,NaN
1995,8,15,0.204,NaN,NaN,NaN
1995,8,16,0.163,NaN,NaN,NaN
1995,8,17,0.157,NaN,NaN,NaN
1995,8,18,0.681,NaN,NaN,NaN
1995,8,19,0.805,NaN,NaN,NaN
1995,8,20,0.206,NaN,NaN,NaN
1995,8,21,0.168,NaN,NaN,NaN
1995,8,22,0.268,NaN,NaN,NaN
1995,8,23,0.156,NaN,NaN,NaN
1995,8,24,0.142,NaN,NaN,NaN
1995,8,25,0.16,NaN,NaN,NaN
1995,8,26,0.137,NaN,NaN,NaN
1995,8,27,0.135,NaN,NaN,NaN
1995,8,28,0.149,NaN,NaN,NaN
1995,8,29,0.177,NaN,NaN,NaN
1995,8,30,0.158,NaN,NaN,NaN
1995,8,31,0.133,NaN,NaN,NaN
1995,9,1,0.134,NaN,NaN,NaN
1995,9,2,0.221,NaN,NaN,NaN
1995,9,3,0.129,NaN,NaN,NaN
1995,9,4,0.123,NaN,NaN,NaN
1995,9,5,0.158,NaN,NaN,NaN
1995,9,6,7.119,NaN,NaN,NaN
1995,9,7,3.333,NaN,NaN,NaN
1995,9,8,0.274,NaN,NaN,NaN
1995,9,9,0.239,NaN,NaN,NaN
1995,9,10,0.174,NaN,NaN,NaN
1995,9,11,0.145,NaN,NaN,NaN
1995,9,12,0.137,NaN,NaN,NaN
1995,9,13,0.132,NaN,NaN,NaN
1995,9,14,0.13,NaN,NaN,NaN
1995,9,15,0.123,NaN,NaN,NaN
1995,9,16,0.121,NaN,NaN,NaN
1995,9,17,0.118,NaN,NaN,NaN
1995,9,18,0.114,NaN,NaN,NaN
1995,9,19,0.153,NaN,NaN,NaN
1995,9,20,0.111,NaN,NaN,NaN
1995,9,21,0.106,NaN,NaN,NaN
1995,9,22,0.107,NaN,NaN,NaN
1995,9,23,0.107,NaN,NaN,NaN
1995,9,24,0.104,NaN,NaN,NaN
1995,9,25,0.102,NaN,NaN,NaN
1995,9,26,0.105,NaN,NaN,NaN
1995,9,27,0.107,NaN,NaN,NaN
1995,9,28,0.12,NaN,NaN,NaN
1995,9,29,1.287,NaN,NaN,NaN
1995,9,30,0.123,NaN,NaN,NaN
1995,10,1,0.687,NaN,NaN,NaN
1995,10,2,0.141,NaN,NaN,NaN
1995,10,3,0.15,NaN,NaN,NaN
1995,10,4,0.12,NaN,NaN,NaN
1995,10,5,0.154,NaN,NaN,NaN
1995,10,6,0.117,NaN,NaN,NaN
1995,10,7,0.112,NaN,NaN,NaN
1995,10,8,0.112,NaN,NaN,NaN
1995,10,9,0.5,NaN,NaN,NaN
1995,10,10,0.147,NaN,NaN,NaN
1995,10,11,0.218,NaN,NaN,NaN
1995,10,12,0.122,NaN,NaN,NaN
1995,10,13,0.447,NaN,NaN,NaN
1995,10,14,0.13,NaN,NaN,NaN
1995,10,15,1.067,NaN,NaN,NaN
1995,10,16,0.159,NaN,NaN,NaN
1995,10,17,0.13,NaN,NaN,NaN
1995,10,18,0.124,NaN,NaN,NaN
1995,10,19,0.12,NaN,NaN,NaN
1995,10,20,0.118,NaN,NaN,NaN
1995,10,21,0.117,NaN,NaN,NaN
1995,10,22,0.119,NaN,NaN,NaN
1995,10,23,0.117,NaN,NaN,NaN
1995,10,24,0.116,NaN,NaN,NaN
1995,10,25,1.273,NaN,NaN,NaN
1995,10,26,1.125,NaN,NaN,NaN
1995,10,27,0.395,NaN,NaN,NaN
1995,10,28,0.604,NaN,NaN,NaN
1995,10,29,0.216,NaN,NaN,NaN
1995,10,30,0.162,NaN,NaN,NaN
1995,10,31,0.232,NaN,NaN,NaN
1995,11,1,0.28,NaN,NaN,NaN
1995,11,2,0.149,NaN,NaN,NaN
1995,11,3,0.131,NaN,NaN,NaN
1995,11,4,0.152,NaN,NaN,NaN
1995,11,5,0.131,NaN,NaN,NaN
1995,11,6,0.127,NaN,NaN,NaN
1995,11,7,0.13,NaN,NaN,NaN
1995,11,8,0.126,NaN,NaN,NaN
1995,11,9,0.122,NaN,NaN,NaN
1995,11,10,0.669,NaN,NaN,NaN
1995,11,11,0.123,NaN,NaN,NaN
1995,11,12,0.121,NaN,NaN,NaN
1995,11,13,0.121,NaN,NaN,NaN
1995,11,14,0.125,NaN,NaN,NaN
1995,11,15,0.116,NaN,NaN,NaN
1995,11,16,0.118,NaN,NaN,NaN
1995,11,17,3.135,NaN,NaN,NaN
1995,11,18,0.243,NaN,NaN,NaN
1995,11,19,0.125,NaN,NaN,NaN
1995,11,20,0.33,NaN,NaN,NaN
1995,11,21,0.159,NaN,NaN,NaN
1995,11,22,0.135,NaN,NaN,NaN
1995,11,23,0.121,NaN,NaN,NaN
1995,11,24,0.814,NaN,NaN,NaN
1995,11,25,0.768,NaN,NaN,NaN
1995,11,26,0.878,NaN,NaN,NaN
1995,11,27,0.275,NaN,NaN,NaN
1995,11,28,0.152,NaN,NaN,NaN
1995,11,29,0.152,NaN,NaN,NaN
1995,11,30,0.15,NaN,NaN,NaN
1995,12,1,0.147,NaN,NaN,NaN
1995,12,2,0.143,NaN,NaN,NaN
1995,12,3,0.146,NaN,NaN,NaN
1995,12,4,0.143,NaN,NaN,NaN
1995,12,5,0.14,NaN,NaN,NaN
1995,12,6,0.14,NaN,NaN,NaN
1995,12,7,0.143,NaN,NaN,NaN
1995,12,8,0.143,NaN,NaN,NaN
1995,12,9,0.133,NaN,NaN,NaN
1995,12,10,0.146,NaN,NaN,NaN
1995,12,11,0.164,NaN,NaN,NaN
1995,12,12,0.141,NaN,NaN,NaN
1995,12,13,0.14,NaN,NaN,NaN
1995,12,14,0.136,NaN,NaN,NaN
1995,12,15,1.466,NaN,NaN,NaN
1995,12,16,0.426,NaN,NaN,NaN
1995,12,17,0.278,NaN,NaN,NaN
1995,12,18,0.165,NaN,NaN,NaN
1995,12,19,0.148,NaN,NaN,NaN
1995,12,20,0.209,NaN,NaN,NaN
1995,12,21,0.405,NaN,NaN,NaN
1995,12,22,8.694,NaN,NaN,NaN
1995,12,23,6.047,NaN,NaN,NaN
1995,12,24,1.867,NaN,NaN,NaN
1995,12,25,0.536,NaN,NaN,NaN
1995,12,26,0.27,NaN,NaN,NaN
1995,12,27,0.213,NaN,NaN,NaN
1995,12,28,0.192,NaN,NaN,NaN
1995,12,29,0.179,NaN,NaN,NaN
1995,12,30,0.172,NaN,NaN,NaN
1995,12,31,0.168,NaN,NaN,NaN
1996,1,1,0.166,NaN,NaN,NaN
1996,1,2,0.16,NaN,NaN,NaN
1996,1,3,0.165,NaN,NaN,NaN
1996,1,4,0.161,NaN,NaN,NaN
1996,1,5,0.182,NaN,NaN,NaN
1996,1,6,0.163,NaN,NaN,NaN
1996,1,7,0.157,NaN,NaN,NaN
1996,1,8,0.19,NaN,NaN,NaN
1996,1,9,0.158,NaN,NaN,NaN
1996,1,10,0.156,NaN,NaN,NaN
1996,1,11,0.157,NaN,NaN,NaN
1996,1,12,0.17,NaN,NaN,NaN
1996,1,13,1.651,NaN,NaN,NaN
1996,1,14,1.258,NaN,NaN,NaN
1996,1,15,3.287,NaN,NaN,NaN
1996,1,16,3.197,NaN,NaN,NaN
1996,1,17,0.452,NaN,NaN,NaN
1996,1,18,0.227,NaN,NaN,NaN
1996,1,19,0.358,NaN,NaN,NaN
1996,1,20,1.143,NaN,NaN,NaN
1996,1,21,0.394,NaN,NaN,NaN
1996,1,22,0.319,NaN,NaN,NaN
1996,1,23,0.375,NaN,NaN,NaN
1996,1,24,0.229,NaN,NaN,NaN
1996,1,25,0.296,NaN,NaN,NaN
1996,1,26,0.205,NaN,NaN,NaN
1996,1,27,0.197,NaN,NaN,NaN
1996,1,28,0.205,NaN,NaN,NaN
1996,1,29,0.205,NaN,NaN,NaN
1996,1,30,0.2,NaN,NaN,NaN
1996,1,31,0.197,NaN,NaN,NaN
1996,2,1,0.204,NaN,NaN,NaN
1996,2,2,0.216,NaN,NaN,NaN
1996,2,3,0.208,NaN,NaN,NaN
1996,2,4,0.201,NaN,NaN,NaN
1996,2,5,0.215,NaN,NaN,NaN
1996,2,6,0.203,NaN,NaN,NaN
1996,2,7,0.219,NaN,NaN,NaN
1996,2,8,3.474,NaN,NaN,NaN
1996,2,9,0.431,NaN,NaN,NaN
1996,2,10,0.218,NaN,NaN,NaN
1996,2,11,0.179,NaN,NaN,NaN
1996,2,12,0.169,NaN,NaN,NaN
1996,2,13,NaN,NaN,NaN,NaN
1996,2,14,NaN,NaN,NaN,NaN
1996,2,15,NaN,NaN,NaN,NaN
1996,2,16,NaN,NaN,NaN,NaN
1996,2,17,NaN,NaN,NaN,NaN
1996,2,18,NaN,NaN,NaN,NaN
1996,2,19,NaN,NaN,NaN,NaN
1996,2,20,NaN,NaN,NaN,NaN
1996,2,21,NaN,NaN,NaN,NaN
1996,2,22,NaN,NaN,NaN,NaN
1996,2,23,NaN,NaN,NaN,NaN
1996,2,24,NaN,NaN,NaN,NaN
1996,2,25,NaN,NaN,NaN,NaN
1996,2,26,NaN,NaN,NaN,NaN
1996,2,27,NaN,NaN,NaN,NaN
1996,2,28,NaN,NaN,NaN,NaN
1996,2,29,NaN,NaN,NaN,NaN
1996,3,1,NaN,NaN,NaN,NaN
1996,3,2,NaN,NaN,NaN,NaN
1996,3,3,NaN,NaN,NaN,NaN
1996,3,4,NaN,NaN,NaN,NaN
1996,3,5,NaN,NaN,NaN,NaN
1996,3,6,NaN,NaN,NaN,NaN
1996,3,7,0.079,NaN,NaN,NaN
1996,3,8,0.078,NaN,NaN,NaN
1996,3,9,0.077,NaN,NaN,NaN
1996,3,10,0.081,NaN,NaN,NaN
1996,3,11,0.08,NaN,NaN,NaN
1996,3,12,0.075,NaN,NaN,NaN
1996,3,13,0.075,NaN,NaN,NaN
1996,3,14,0.075,NaN,NaN,NaN
1996,3,15,0.076,NaN,NaN,NaN
1996,3,16,0.082,NaN,NaN,NaN
1996,3,17,0.08,NaN,NaN,NaN
1996,3,18,0.076,NaN,NaN,NaN
1996,3,19,0.099,NaN,NaN,NaN
1996,3,20,0.08,NaN,NaN,NaN
1996,3,21,0.075,NaN,NaN,NaN
1996,3,22,0.884,NaN,NaN,NaN
1996,3,23,0.11,NaN,NaN,NaN
1996,3,24,0.082,NaN,NaN,NaN
1996,3,25,0.076,NaN,NaN,NaN
1996,3,26,0.084,NaN,NaN,NaN
1996,3,27,0.088,NaN,NaN,NaN
1996,3,28,0.076,NaN,NaN,NaN
1996,3,29,0.091,NaN,NaN,NaN
1996,3,30,0.086,NaN,NaN,NaN
1996,3,31,0.083,NaN,NaN,NaN
1996,4,1,0.079,NaN,NaN,NaN
1996,4,2,0.075,NaN,NaN,NaN
1996,4,3,0.075,NaN,NaN,NaN
1996,4,4,0.079,NaN,NaN,NaN
1996,4,5,0.077,NaN,NaN,NaN
1996,4,6,0.168,NaN,NaN,NaN
1996,4,7,0.09,NaN,NaN,NaN
1996,4,8,0.073,NaN,NaN,NaN
1996,4,9,0.072,NaN,NaN,NaN
1996,4,10,0.072,NaN,NaN,NaN
1996,4,11,0.075,NaN,NaN,NaN
1996,4,12,0.076,NaN,NaN,NaN
1996,4,13,0.086,NaN,NaN,NaN
1996,4,14,0.304,NaN,NaN,NaN
1996,4,15,0.08,NaN,NaN,NaN
1996,4,16,0.085,NaN,NaN,NaN
1996,4,17,0.074,NaN,NaN,NaN
1996,4,18,0.076,NaN,NaN,NaN
1996,4,19,0.084,NaN,NaN,NaN
1996,4,20,0.075,NaN,NaN,NaN
1996,4,21,0.124,NaN,NaN,NaN
1996,4,22,0.094,NaN,NaN,NaN
1996,4,23,0.074,NaN,NaN,NaN
1996,4,24,0.073,NaN,NaN,NaN
1996,4,25,0.072,NaN,NaN,NaN
1996,4,26,0.072,NaN,NaN,NaN
1996,4,27,0.07,NaN,NaN,NaN
1996,4,28,0.07,NaN,NaN,NaN
1996,4,29,4.715,NaN,NaN,NaN
1996,4,30,0.152,NaN,NaN,NaN
1996,5,1,0.089,NaN,NaN,NaN
1996,5,2,0.08,NaN,NaN,NaN
1996,5,3,0.077,NaN,NaN,NaN
1996,5,4,0.077,NaN,NaN,NaN
1996,5,5,0.075,NaN,NaN,NaN
1996,5,6,0.074,NaN,NaN,NaN
1996,5,7,0.073,NaN,NaN,NaN
1996,5,8,0.072,NaN,NaN,NaN
1996,5,9,0.093,NaN,NaN,NaN
1996,5,10,0.072,NaN,NaN,NaN
1996,5,11,0.07,NaN,NaN,NaN
1996,5,12,0.072,NaN,NaN,NaN
1996,5,13,0.072,NaN,NaN,NaN
1996,5,14,0.074,NaN,NaN,NaN
1996,5,15,0.807,NaN,NaN,NaN
1996,5,16,0.085,NaN,NaN,NaN
1996,5,17,0.09,NaN,NaN,NaN
1996,5,18,0.078,NaN,NaN,NaN
1996,5,19,0.124,NaN,NaN,NaN
1996,5,20,0.104,NaN,NaN,NaN
1996,5,21,0.603,NaN,NaN,NaN
1996,5,22,13.621,NaN,NaN,NaN
1996,5,23,0.183,NaN,NaN,NaN
1996,5,24,0.128,NaN,NaN,NaN
1996,5,25,0.104,NaN,NaN,NaN
1996,5,26,0.149,NaN,NaN,NaN
1996,5,27,0.124,NaN,NaN,NaN
1996,5,28,0.109,NaN,NaN,NaN
1996,5,29,0.088,NaN,NaN,NaN
1996,5,30,0.132,NaN,NaN,NaN
1996,5,31,0.104,NaN,NaN,NaN
1996,6,1,0.082,NaN,NaN,NaN
1996,6,2,0.078,NaN,NaN,NaN
1996,6,3,0.074,NaN,NaN,NaN
1996,6,4,0.073,NaN,NaN,NaN
1996,6,5,0.071,NaN,NaN,NaN
1996,6,6,0.076,NaN,NaN,NaN
1996,6,7,0.071,NaN,NaN,NaN
1996,6,8,0.067,NaN,NaN,NaN
1996,6,9,0.107,NaN,NaN,NaN
1996,6,10,0.101,NaN,NaN,NaN
1996,6,11,0.111,NaN,NaN,NaN
1996,6,12,0.139,NaN,NaN,NaN
1996,6,13,0.077,NaN,NaN,NaN
1996,6,14,0.069,NaN,NaN,NaN
1996,6,15,0.066,NaN,NaN,NaN
1996,6,16,0.081,NaN,NaN,NaN
1996,6,17,0.07,NaN,NaN,NaN
1996,6,18,0.063,NaN,NaN,NaN
1996,6,19,0.063,NaN,NaN,NaN
1996,6,20,0.063,NaN,NaN,NaN
1996,6,21,0.109,NaN,NaN,NaN
1996,6,22,10.921,NaN,NaN,NaN
1996,6,23,0.629,NaN,NaN,NaN
1996,6,24,0.29,NaN,NaN,NaN
1996,6,25,0.417,NaN,NaN,NaN
1996,6,26,0.15,NaN,NaN,NaN
1996,6,27,0.323,NaN,NaN,NaN
1996,6,28,0.53,NaN,NaN,NaN
1996,6,29,0.121,NaN,NaN,NaN
1996,6,30,0.372,NaN,NaN,NaN
1996,7,1,0.305,NaN,NaN,NaN
1996,7,2,0.118,NaN,NaN,NaN
1996,7,3,0.337,NaN,NaN,NaN
1996,7,4,0.36,NaN,NaN,NaN
1996,7,5,1.111,NaN,NaN,NaN
1996,7,6,0.27,NaN,NaN,NaN
1996,7,7,0.133,NaN,NaN,NaN
1996,7,8,0.11,NaN,NaN,NaN
1996,7,9,0.097,NaN,NaN,NaN
1996,7,10,0.107,NaN,NaN,NaN
1996,7,11,14.53,NaN,NaN,NaN
1996,7,12,1.124,NaN,NaN,NaN
1996,7,13,0.166,NaN,NaN,NaN
1996,7,14,0.301,NaN,NaN,NaN
1996,7,15,0.219,NaN,NaN,NaN
1996,7,16,24.068,NaN,NaN,NaN
1996,7,17,20.613,NaN,NaN,NaN
1996,7,18,0.621,NaN,NaN,NaN
1996,7,19,0.327,NaN,NaN,NaN
1996,7,20,0.397,NaN,NaN,NaN
1996,7,21,0.323,NaN,NaN,NaN
1996,7,22,0.543,NaN,NaN,NaN
1996,7,23,0.215,NaN,NaN,NaN
1996,7,24,0.201,NaN,NaN,NaN
1996,7,25,0.164,NaN,NaN,NaN
1996,7,26,0.433,NaN,NaN,NaN
1996,7,27,0.483,NaN,NaN,NaN
1996,7,28,0.155,NaN,NaN,NaN
1996,7,29,0.132,NaN,NaN,NaN
1996,7,30,0.124,NaN,NaN,NaN
1996,7,31,0.116,NaN,NaN,NaN
1996,8,1,10.104,NaN,NaN,NaN
1996,8,2,11.782,NaN,NaN,NaN
1996,8,3,0.729,NaN,NaN,NaN
1996,8,4,0.321,NaN,NaN,NaN
1996,8,5,0.298,NaN,NaN,NaN
1996,8,6,0.43,NaN,NaN,NaN
1996,8,7,0.262,NaN,NaN,NaN
1996,8,8,0.166,NaN,NaN,NaN
1996,8,9,0.271,NaN,NaN,NaN
1996,8,10,0.22,NaN,NaN,NaN
1996,8,11,0.157,NaN,NaN,NaN
1996,8,12,0.149,NaN,NaN,NaN
1996,8,13,0.125,NaN,NaN,NaN
1996,8,14,0.18,NaN,NaN,NaN
1996,8,15,0.33,NaN,NaN,NaN
1996,8,16,0.217,NaN,NaN,NaN
1996,8,17,0.127,NaN,NaN,NaN
1996,8,18,0.161,NaN,NaN,NaN
1996,8,19,0.118,NaN,NaN,NaN
1996,8,20,1.044,NaN,NaN,NaN
1996,8,21,0.302,NaN,NaN,NaN
1996,8,22,0.166,NaN,NaN,NaN
1996,8,23,0.119,NaN,NaN,NaN
1996,8,24,0.106,NaN,NaN,NaN
1996,8,25,0.121,NaN,NaN,NaN
1996,8,26,0.223,NaN,NaN,NaN
1996,8,27,0.129,NaN,NaN,NaN
1996,8,28,0.106,NaN,NaN,NaN
1996,8,29,0.214,NaN,NaN,NaN
1996,8,30,0.196,NaN,NaN,NaN
1996,8,31,0.106,NaN,NaN,NaN
1996,9,1,0.098,NaN,NaN,NaN
1996,9,2,4.619,NaN,NaN,NaN
1996,9,3,0.455,NaN,NaN,NaN
1996,9,4,9.698,NaN,NaN,NaN
1996,9,5,4.845,NaN,NaN,NaN
1996,9,6,0.397,NaN,NaN,NaN
1996,9,7,0.685,NaN,NaN,NaN
1996,9,8,0.244,NaN,NaN,NaN
1996,9,9,0.211,NaN,NaN,NaN
1996,9,10,NaN,NaN,NaN,NaN
1996,9,11,NaN,NaN,NaN,NaN
1996,9,12,NaN,NaN,NaN,NaN
1996,9,13,NaN,NaN,NaN,NaN
1996,9,14,NaN,NaN,NaN,NaN
1996,9,15,NaN,NaN,NaN,NaN
1996,9,16,NaN,NaN,NaN,NaN
1996,9,17,NaN,NaN,NaN,NaN
1996,9,18,NaN,NaN,NaN,NaN
1996,9,19,NaN,NaN,NaN,NaN
1996,9,20,NaN,NaN,NaN,NaN
1996,9,21,NaN,NaN,NaN,NaN
1996,9,22,NaN,NaN,NaN,NaN
1996,9,23,NaN,NaN,NaN,NaN
1996,9,24,NaN,NaN,NaN,NaN
